,codes,name,links,coord,label,timezone,id,administrative_regions,insee,lat,lon,lat_city,lon_city,city
2,"[{'type': 'source', 'value': '87182113'}, {'type': 'uic', 'value': '87182113'}]",Bartenheim,[],"{'lat': '47.634931', 'lon': '7.487256'}",Bartenheim (Bartenheim),Europe/Paris,stop_area:SNCF:87182113,"[{'insee': '68021', 'name': 'Bartenheim', 'level': 8, 'coord': {'lat': '47.6354901', 'lon': '7.4766365'}, 'label': 'Bartenheim (68870)', 'id': 'admin:fr:68021', 'zip_code': '68870'}]",68021,47.634931,7.487256,47.6354901,7.4766365,Bartenheim
3,"[{'type': 'source', 'value': '87659870'}, {'type': 'uic', 'value': '87659870'}]",Bartenheim Pharmacie,[],"{'lat': '47.635011', 'lon': '7.476127'}",Bartenheim Pharmacie (Bartenheim),Europe/Paris,stop_area:SNCF:87659870,"[{'insee': '68021', 'name': 'Bartenheim', 'level': 8, 'coord': {'lat': '47.6354901', 'lon': '7.4766365'}, 'label': 'Bartenheim (68870)', 'id': 'admin:fr:68021', 'zip_code': '68870'}]",68021,47.635011,7.476127,47.6354901,7.4766365,Bartenheim
4,"[{'type': 'source', 'value': '87726778'}, {'type': 'uic', 'value': '87726778'}]",Bas - Monistrol,[],"{'lat': '45.297683', 'lon': '4.139678'}",Bas - Monistrol (Bas-en-Basset),Europe/Paris,stop_area:SNCF:87726778,"[{'insee': '43020', 'name': 'Bas-en-Basset', 'level': 8, 'coord': {'lat': '45.3056154', 'lon': '4.1116823'}, 'label': 'Bas-en-Basset (43210)', 'id': 'admin:fr:43020', 'zip_code': '43210'}]",43020,45.297683,4.139678,45.3056154,4.1116823,Bas-en-Basset
5,"[{'type': 'source', 'value': '87184200'}, {'type': 'uic', 'value': '87184200'}]",Bas Évette,[],"{'lat': '47.681084', 'lon': '6.806922'}",Bas Évette (Évette-Salbert),Europe/Paris,stop_area:SNCF:87184200,"[{'insee': '90042', 'name': 'Évette-Salbert', 'level': 8, 'coord': {'lat': '47.6754684', 'lon': '6.798476'}, 'label': 'Évette-Salbert (90350)', 'id': 'admin:fr:90042', 'zip_code': '90350'}]",90042,47.681084,6.806922,47.6754684,6.798476,Évette-Salbert
6,"[{'type': 'source', 'value': '82007187'}, {'type': 'uic', 'value': '82007187'}]",Bascharage secteur Sanem,[],"{'lat': '49.5585', 'lon': '5.9249'}",Bascharage secteur Sanem (Käerjeng),Europe/Paris,stop_area:SNCF:82007187,"[{'insee': '', 'name': 'Käerjeng', 'level': 8, 'coord': {'lat': '49.5712686', 'lon': '5.912845'}, 'label': 'Käerjeng', 'id': 'admin:osm:relation:407885', 'zip_code': ''}]",,49.5585,5.9249,49.5712686,5.912845,Käerjeng
7,"[{'type': 'source', 'value': '87699223'}, {'type': 'uic', 'value': '87699223'}]",Base Aérienne,[],"{'lat': '47.320149', 'lon': '1.681294'}",Base Aérienne (Gièvres),Europe/Paris,stop_area:SNCF:87699223,"[{'insee': '41097', 'name': 'Gièvres', 'level': 8, 'coord': {'lat': '47.27567', 'lon': '1.6679'}, 'label': 'Gièvres (41130)', 'id': 'admin:fr:41097', 'zip_code': '41130'}]",41097,47.320149,1.681294,47.27567,1.6679,Gièvres
8,"[{'type': 'source', 'value': '85000109'}, {'type': 'uic', 'value': '85000109'}]",Basel SBB,[],"{'lat': '47.5474', 'lon': '7.58956'}",Basel SBB (Basel),Europe/Paris,stop_area:SNCF:85000109,"[{'insee': '', 'name': 'Basel', 'level': 8, 'coord': {'lat': '47.55775487016457', 'lon': '7.593593164705856'}, 'label': 'Basel', 'id': 'admin:osm:relation:1683619', 'zip_code': ''}]",,47.5474,7.58956,47.55775487016457,7.593593164705856,Basel
9,"[{'type': 'source', 'value': '87191601'}, {'type': 'uic', 'value': '87191601'}]",Basse-Ham,[],"{'lat': '49.380546', 'lon': '6.234873'}",Basse-Ham (Basse-Ham),Europe/Paris,stop_area:SNCF:87191601,"[{'insee': '57287', 'name': 'Basse-Ham', 'level': 8, 'coord': {'lat': '49.385785', 'lon': '6.243396199999999'}, 'label': 'Basse-Ham (57970)', 'id': 'admin:fr:57287', 'zip_code': '57970'}]",57287,49.380546,6.234873,49.385785,6.243396199999999,Basse-Ham
10,"[{'type': 'source', 'value': '87703769'}, {'type': 'uic', 'value': '87703769'}]",Basse-Ham Stade,[],"{'lat': '49.380894', 'lon': '6.234288'}",Basse-Ham Stade (Basse-Ham),Europe/Paris,stop_area:SNCF:87703769,"[{'insee': '57287', 'name': 'Basse-Ham', 'level': 8, 'coord': {'lat': '49.385785', 'lon': '6.243396199999999'}, 'label': 'Basse-Ham (57970)', 'id': 'admin:fr:57287', 'zip_code': '57970'}]",57287,49.380894,6.234288,49.385785,6.243396199999999,Basse-Ham
11,"[{'type': 'source', 'value': '85001222'}, {'type': 'uic', 'value': '85001222'}]",Bassecourt,[],"{'lat': '47.33668', 'lon': '7.24685'}",Bassecourt (Haute-Sorne),Europe/Paris,stop_area:SNCF:85001222,"[{'insee': '', 'name': 'Haute-Sorne', 'level': 8, 'coord': {'lat': '47.3370866', 'lon': '7.2440935'}, 'label': 'Haute-Sorne (2863)', 'id': 'admin:osm:relation:2759181', 'zip_code': '2863'}]",,47.33668,7.24685,47.3370866,7.2440935,Haute-Sorne
12,"[{'type': 'source', 'value': '87581850'}, {'type': 'uic', 'value': '87581850'}]",Bassens,[],"{'lat': '44.901307', 'lon': '-0.522282'}",Bassens (Bassens),Europe/Paris,stop_area:SNCF:87581850,"[{'insee': '33032', 'name': 'Bassens', 'level': 8, 'coord': {'lat': '44.9015003', 'lon': '-0.5163222'}, 'label': 'Bassens (33530)', 'id': 'admin:fr:33032', 'zip_code': '33530'}]",33032,44.901307,-0.522282,44.9015003,-0.5163222,Bassens
13,"[{'type': 'source', 'value': '87215293'}, {'type': 'uic', 'value': '87215293'}]",Bassing Croisement,[],"{'lat': '48.867778', 'lon': '6.801111'}",Bassing Croisement (Bassing),Europe/Paris,stop_area:SNCF:87215293,"[{'insee': '57053', 'name': 'Bassing', 'level': 8, 'coord': {'lat': '48.8684082', 'lon': '6.8014037'}, 'label': 'Bassing (57260)', 'id': 'admin:fr:57053', 'zip_code': '57260'}]",57053,48.867778,6.801111,48.8684082,6.8014037,Bassing
14,"[{'type': 'source', 'value': '87481770'}, {'type': 'uic', 'value': '87481770'}]",Batz-sur-Mer,[],"{'lat': '47.280855', 'lon': '-2.478869'}",Batz-sur-Mer (Batz-sur-Mer),Europe/Paris,stop_area:SNCF:87481770,"[{'insee': '44010', 'name': 'Batz-sur-Mer', 'level': 8, 'coord': {'lat': '47.2771383', 'lon': '-2.4791931'}, 'label': 'Batz-sur-Mer (44740)', 'id': 'admin:fr:44010', 'zip_code': '44740'}]",44010,47.280855,-2.478869,47.2771383,-2.4791931,Batz-sur-Mer
15,"[{'type': 'source', 'value': '87192245'}, {'type': 'uic', 'value': '87192245'}]",Baudrecourt Centre,[],"{'lat': '48.961219', 'lon': '6.451845'}",Baudrecourt Centre (Baudrecourt),Europe/Paris,stop_area:SNCF:87192245,"[{'insee': '57054', 'name': 'Baudrecourt', 'level': 8, 'coord': {'lat': '48.9625753', 'lon': '6.4535646'}, 'label': 'Baudrecourt (57580)', 'id': 'admin:fr:57054', 'zip_code': '57580'}]",57054,48.961219,6.451845,48.9625753,6.4535646,Baudrecourt
16,"[{'type': 'source', 'value': '87487835'}, {'type': 'uic', 'value': '87487835'}]",Baugé,[],"{'lat': '47.541229', 'lon': '-0.103675'}",Baugé (Baugé-en-Anjou),Europe/Paris,stop_area:SNCF:87487835,"[{'insee': '49018', 'name': 'Baugé-en-Anjou', 'level': 8, 'coord': {'lat': '47.5422732', 'lon': '-0.1040831'}, 'label': 'Baugé-en-Anjou (49150)', 'id': 'admin:fr:49018', 'zip_code': '49150'}]",49018,47.541229,-0.103675,47.5422732,-0.1040831,Baugé-en-Anjou
17,"[{'type': 'source', 'value': '87574152'}, {'type': 'uic', 'value': '87574152'}]",Baule,[],"{'lat': '47.811886', 'lon': '1.668274'}",Baule (Baule),Europe/Paris,stop_area:SNCF:87574152,"[{'insee': '45024', 'name': 'Baule', 'level': 8, 'coord': {'lat': '47.81046', 'lon': '1.67055'}, 'label': 'Baule (45130)', 'id': 'admin:fr:45024', 'zip_code': '45130'}]",45024,47.811886,1.668274,47.81046,1.67055,Baule
18,"[{'type': 'source', 'value': '87718460'}, {'type': 'uic', 'value': '87718460'}]",Baume-les-Dames,[],"{'lat': '47.353972', 'lon': '6.359649'}",Baume-les-Dames (Baume-les-Dames),Europe/Paris,stop_area:SNCF:87718460,"[{'insee': '25047', 'name': 'Baume-les-Dames', 'level': 8, 'coord': {'lat': '47.3526707', 'lon': '6.3614622'}, 'label': 'Baume-les-Dames (25110)', 'id': 'admin:fr:25047', 'zip_code': '25110'}]",25047,47.353972,6.359649,47.3526707,6.3614622,Baume-les-Dames
19,"[{'type': 'source', 'value': '87345280'}, {'type': 'uic', 'value': '87345280'}]",Bauvin - Provin,[],"{'lat': '50.511557', 'lon': '2.90543'}",Bauvin - Provin (Bauvin),Europe/Paris,stop_area:SNCF:87345280,"[{'insee': '59052', 'name': 'Bauvin', 'level': 8, 'coord': {'lat': '50.51909999999999', 'lon': '2.89353'}, 'label': 'Bauvin (59221)', 'id': 'admin:fr:59052', 'zip_code': '59221'}]",59052,50.511557,2.90543,50.51909999999999,2.89353,Bauvin
20,"[{'type': 'source', 'value': '87578229'}, {'type': 'uic', 'value': '87578229'}]",Bayard-Route-Eurville,[],"{'lat': '48.553813', 'lon': '5.076853'}",Bayard-Route-Eurville (Bayard-sur-Marne),Europe/Paris,stop_area:SNCF:87578229,"[{'insee': '52265', 'name': 'Bayard-sur-Marne', 'level': 8, 'coord': {'lat': '48.55407', 'lon': '5.0769917'}, 'label': 'Bayard-sur-Marne (52170)', 'id': 'admin:fr:52265', 'zip_code': '52170'}]",52265,48.553813,5.076853,48.55407,5.0769917,Bayard-sur-Marne
21,"[{'type': 'source', 'value': '87279901'}, {'type': 'uic', 'value': '87279901'}]",Bayel Église,[],"{'lat': '48.198906', 'lon': '4.776143'}",Bayel Église (Bayel),Europe/Paris,stop_area:SNCF:87279901,"[{'insee': '10035', 'name': 'Bayel', 'level': 8, 'coord': {'lat': '48.1984211', 'lon': '4.7760961'}, 'label': 'Bayel (10310)', 'id': 'admin:fr:10035', 'zip_code': '10310'}]",10035,48.198906,4.776143,48.1984211,4.7760961,Bayel
22,"[{'type': 'source', 'value': '87732297'}, {'type': 'uic', 'value': '87732297'}]",Bayel Place du G.de Gaulle,[],"{'lat': '48.196753', 'lon': '4.77545'}",Bayel Place du G.de Gaulle (Bayel),Europe/Paris,stop_area:SNCF:87732297,"[{'insee': '10035', 'name': 'Bayel', 'level': 8, 'coord': {'lat': '48.1984211', 'lon': '4.7760961'}, 'label': 'Bayel (10310)', 'id': 'admin:fr:10035', 'zip_code': '10310'}]",10035,48.196753,4.77545,48.1984211,4.7760961,Bayel
23,"[{'type': 'source', 'value': '87444067'}, {'type': 'uic', 'value': '87444067'}]",Bayeux,[],"{'lat': '49.269729', 'lon': '-0.6981000000000001'}",Bayeux (Bayeux),Europe/Paris,stop_area:SNCF:87444067,"[{'insee': '14047', 'name': 'Bayeux', 'level': 8, 'coord': {'lat': '49.2764624', 'lon': '-0.7024737999999999'}, 'label': 'Bayeux (14400)', 'id': 'admin:fr:14047', 'zip_code': '14400'}]",14047,49.269729,-0.6981000000000001,49.2764624,-0.7024737999999999,Bayeux
24,"[{'type': 'source', 'value': '87141218'}, {'type': 'uic', 'value': '87141218'}]",Bayon,[],"{'lat': '48.468045', 'lon': '6.32286'}",Bayon (Virecourt),Europe/Paris,stop_area:SNCF:87141218,"[{'insee': '54585', 'name': 'Virecourt', 'level': 8, 'coord': {'lat': '48.4627096', 'lon': '6.3183579'}, 'label': 'Virecourt (54290)', 'id': 'admin:fr:54585', 'zip_code': '54290'}]",54585,48.468045,6.32286,48.4627096,6.3183579,Virecourt
0,"[{'type': 'source', 'value': '87673004'}, {'type': 'uic', 'value': '87673004'}]",Bayonne,[],"{'lat': '43.496793', 'lon': '-1.470368'}",Bayonne (Bayonne),Europe/Paris,stop_area:SNCF:87673004,"[{'insee': '64102', 'name': 'Bayonne', 'level': 8, 'coord': {'lat': '43.4945144', 'lon': '-1.4736657'}, 'label': 'Bayonne (64100)', 'id': 'admin:fr:64102', 'zip_code': '64100'}]",64102,43.496793,-1.470368,43.4945144,-1.4736657,Bayonne
1,"[{'type': 'source', 'value': '87171462'}, {'type': 'uic', 'value': '87171462'}]",Bazancourt,[],"{'lat': '49.361095', 'lon': '4.174135'}",Bazancourt (Bazancourt),Europe/Paris,stop_area:SNCF:87171462,"[{'insee': '51043', 'name': 'Bazancourt', 'level': 8, 'coord': {'lat': '49.3624227', 'lon': '4.1719947'}, 'label': 'Bazancourt (51110)', 'id': 'admin:fr:51043', 'zip_code': '51110'}]",51043,49.361095,4.174135,49.3624227,4.1719947,Bazancourt
2,"[{'type': 'source', 'value': '87172312'}, {'type': 'uic', 'value': '87172312'}]",Bazeilles,[],"{'lat': '49.675894', 'lon': '4.981865'}",Bazeilles (Bazeilles),Europe/Paris,stop_area:SNCF:87172312,"[{'insee': '08053', 'name': 'Bazeilles', 'level': 8, 'coord': {'lat': '49.6760402', 'lon': '4.9780162'}, 'label': 'Bazeilles (08140)', 'id': 'admin:fr:08053', 'zip_code': '08140'}]",08053,49.675894,4.981865,49.6760402,4.9780162,Bazeilles
3,"[{'type': 'source', 'value': '87611723'}, {'type': 'uic', 'value': '87611723'}]",Baziège,[],"{'lat': '43.453608', 'lon': '1.620698'}",Baziège (Baziège),Europe/Paris,stop_area:SNCF:87611723,"[{'insee': '31048', 'name': 'Baziège', 'level': 8, 'coord': {'lat': '43.4552', 'lon': '1.61312'}, 'label': 'Baziège (31450)', 'id': 'admin:fr:31048', 'zip_code': '31450'}]",31048,43.453608,1.620698,43.4552,1.61312,Baziège
4,"[{'type': 'source', 'value': '87696468'}, {'type': 'uic', 'value': '87696468'}]",Béard,[],"{'lat': '46.865293', 'lon': '3.318075'}",Béard (Béard),Europe/Paris,stop_area:SNCF:87696468,"[{'insee': '58025', 'name': 'Béard', 'level': 8, 'coord': {'lat': '46.8624', 'lon': '3.32686'}, 'label': 'Béard (58160)', 'id': 'admin:fr:58025', 'zip_code': '58160'}]",58025,46.865293,3.318075,46.8624,3.32686,Béard
5,"[{'type': 'source', 'value': '87533547'}, {'type': 'uic', 'value': '87533547'}]",Béard Bourg,[],"{'lat': '46.863155', 'lon': '3.326727'}",Béard Bourg (Béard),Europe/Paris,stop_area:SNCF:87533547,"[{'insee': '58025', 'name': 'Béard', 'level': 8, 'coord': {'lat': '46.8624', 'lon': '3.32686'}, 'label': 'Béard (58160)', 'id': 'admin:fr:58025', 'zip_code': '58160'}]",58025,46.863155,3.326727,46.8624,3.32686,Béard
6,"[{'type': 'source', 'value': '87317610'}, {'type': 'uic', 'value': '87317610'}]",Beau Marais,[],"{'lat': '50.94538', 'lon': '1.898033'}",Beau Marais (Calais),Europe/Paris,stop_area:SNCF:87317610,"[{'insee': '62193', 'name': 'Calais', 'level': 8, 'coord': {'lat': '50.9524769', 'lon': '1.8538446'}, 'label': 'Calais (62100)', 'id': 'admin:fr:62193', 'zip_code': '62100'}]",62193,50.94538,1.898033,50.9524769,1.8538446,Calais
7,"[{'type': 'source', 'value': '87775023'}, {'type': 'uic', 'value': '87775023'}]",Beaucaire,[],"{'lat': '43.80209', 'lon': '4.647087'}",Beaucaire (Beaucaire),Europe/Paris,stop_area:SNCF:87775023,"[{'insee': '30032', 'name': 'Beaucaire', 'level': 8, 'coord': {'lat': '43.8085436', 'lon': '4.639264799999999'}, 'label': 'Beaucaire (30300)', 'id': 'admin:fr:30032', 'zip_code': '30300'}]",30032,43.80209,4.647087,43.8085436,4.639264799999999,Beaucaire
8,"[{'type': 'source', 'value': '87761528'}, {'type': 'uic', 'value': '87761528'}]",Beauchastel-centre,[],"{'lat': '44.825498', 'lon': '4.801353'}",Beauchastel-centre (Beauchastel),Europe/Paris,stop_area:SNCF:87761528,"[{'insee': '07027', 'name': 'Beauchastel', 'level': 8, 'coord': {'lat': '44.8250002', 'lon': '4.800276999999999'}, 'label': 'Beauchastel (07800)', 'id': 'admin:fr:07027', 'zip_code': '07800'}]",07027,44.825498,4.801353,44.8250002,4.800276999999999,Beauchastel
9,"[{'type': 'source', 'value': '87574160'}, {'type': 'uic', 'value': '87574160'}]",Beaugency,[],"{'lat': '47.778404', 'lon': '1.625944'}",Beaugency (Beaugency),Europe/Paris,stop_area:SNCF:87574160,"[{'insee': '45028', 'name': 'Beaugency', 'level': 8, 'coord': {'lat': '47.7778775', 'lon': '1.6311944'}, 'label': 'Beaugency (45190)', 'id': 'admin:fr:45028', 'zip_code': '45190'}]",45028,47.778404,1.625944,47.7778775,1.6311944,Beaugency
10,"[{'type': 'source', 'value': '87756379'}, {'type': 'uic', 'value': '87756379'}]",Beaulieu-sur-Mer,[],"{'lat': '43.706692', 'lon': '7.331631'}",Beaulieu-sur-Mer (Beaulieu-sur-Mer),Europe/Paris,stop_area:SNCF:87756379,"[{'insee': '06011', 'name': 'Beaulieu-sur-Mer', 'level': 8, 'coord': {'lat': '43.7088', 'lon': '7.333749999999999'}, 'label': 'Beaulieu-sur-Mer (06310)', 'id': 'admin:fr:06011', 'zip_code': '06310'}]",06011,43.706692,7.331631,43.7088,7.333749999999999,Beaulieu-sur-Mer
11,"[{'type': 'source', 'value': '87611632'}, {'type': 'uic', 'value': '87611632'}]",Beaumont-de-Lomagne,[],"{'lat': '43.882769', 'lon': '0.98907'}",Beaumont-de-Lomagne (Beaumont-de-Lomagne),Europe/Paris,stop_area:SNCF:87611632,"[{'insee': '82013', 'name': 'Beaumont-de-Lomagne', 'level': 8, 'coord': {'lat': '43.8817933', 'lon': '0.9875923'}, 'label': 'Beaumont-de-Lomagne (82500)', 'id': 'admin:fr:82013', 'zip_code': '82500'}]",82013,43.882769,0.98907,43.8817933,0.9875923,Beaumont-de-Lomagne
12,"[{'type': 'source', 'value': '87387183'}, {'type': 'uic', 'value': '87387183'}]",Beaumont-le-Roger,[],"{'lat': '49.0742', 'lon': '0.772699'}",Beaumont-le-Roger (Beaumont-le-Roger),Europe/Paris,stop_area:SNCF:87387183,"[{'insee': '27051', 'name': 'Beaumont-le-Roger', 'level': 8, 'coord': {'lat': '49.07816099999999', 'lon': '0.7768341'}, 'label': 'Beaumont-le-Roger (27170)', 'id': 'admin:fr:27051', 'zip_code': '27170'}]",27051,49.0742,0.772699,49.07816099999999,0.7768341,Beaumont-le-Roger
13,"[{'type': 'source', 'value': '87713545'}, {'type': 'uic', 'value': '87713545'}]",Beaune,[],"{'lat': '47.023014', 'lon': '4.848423'}",Beaune (Beaune),Europe/Paris,stop_area:SNCF:87713545,"[{'insee': '21054', 'name': 'Beaune', 'level': 8, 'coord': {'lat': '47.0239064', 'lon': '4.8380426'}, 'label': 'Beaune (21200)', 'id': 'admin:fr:21054', 'zip_code': '21200'}]",21054,47.023014,4.848423,47.0239064,4.8380426,Beaune
14,"[{'type': 'source', 'value': '87317198'}, {'type': 'uic', 'value': '87317198'}]",Beaurainville,[],"{'lat': '50.422895', 'lon': '1.895193'}",Beaurainville (Beaurainville),Europe/Paris,stop_area:SNCF:87317198,"[{'insee': '62100', 'name': 'Beaurainville', 'level': 8, 'coord': {'lat': '50.4248426', 'lon': '1.9009458'}, 'label': 'Beaurainville (62990)', 'id': 'admin:fr:62100', 'zip_code': '62990'}]",62100,50.422895,1.895193,50.4248426,1.9009458,Beaurainville
15,"[{'type': 'source', 'value': '87582700'}, {'type': 'uic', 'value': '87582700'}]",Beautiran,[],"{'lat': '44.701059', 'lon': '-0.450174'}",Beautiran (Beautiran),Europe/Paris,stop_area:SNCF:87582700,"[{'insee': '33037', 'name': 'Beautiran', 'level': 8, 'coord': {'lat': '44.7044407', 'lon': '-0.4511393'}, 'label': 'Beautiran (33640)', 'id': 'admin:fr:33037', 'zip_code': '33640'}]",33037,44.701059,-0.450174,44.7044407,-0.4511393,Beautiran
16,"[{'type': 'source', 'value': '87313510'}, {'type': 'uic', 'value': '87313510'}]",Beauvais,[],"{'lat': '49.426522', 'lon': '2.088609'}",Beauvais (Beauvais),Europe/Paris,stop_area:SNCF:87313510,"[{'insee': '60057', 'name': 'Beauvais', 'level': 8, 'coord': {'lat': '49.4300997', 'lon': '2.0823355'}, 'label': 'Beauvais (60000)', 'id': 'admin:fr:60057', 'zip_code': '60000'}]",60057,49.426522,2.088609,49.4300997,2.0823355,Beauvais
17,"[{'type': 'source', 'value': '87551937'}, {'type': 'uic', 'value': '87551937'}]",Beauvais Tescou,[],"{'lat': '43.913032', 'lon': '1.568754'}",Beauvais Tescou (Beauvais-sur-Tescou),Europe/Paris,stop_area:SNCF:87551937,"[{'insee': '81024', 'name': 'Beauvais-sur-Tescou', 'level': 8, 'coord': {'lat': '43.9117', 'lon': '1.56906'}, 'label': 'Beauvais-sur-Tescou (81630)', 'id': 'admin:fr:81024', 'zip_code': '81630'}]",81024,43.913032,1.568754,43.9117,1.56906,Beauvais-sur-Tescou
18,"[{'type': 'source', 'value': '87769612'}, {'type': 'uic', 'value': '87769612'}]",Beauvallon,[],"{'lat': '44.858303', 'lon': '4.900911'}",Beauvallon (Beauvallon),Europe/Paris,stop_area:SNCF:87769612,"[{'insee': '26042', 'name': 'Beauvallon', 'level': 8, 'coord': {'lat': '44.8571562', 'lon': '4.9031348'}, 'label': 'Beauvallon (26800)', 'id': 'admin:fr:26042', 'zip_code': '26800'}]",26042,44.858303,4.900911,44.8571562,4.9031348,Beauvallon
19,"[{'type': 'source', 'value': '87320739'}, {'type': 'uic', 'value': '87320739'}]",Beauvoir-sur-Mer,[],"{'lat': '46.917354', 'lon': '-2.046084'}",Beauvoir-sur-Mer (Beauvoir-sur-Mer),Europe/Paris,stop_area:SNCF:87320739,"[{'insee': '85018', 'name': 'Beauvoir-sur-Mer', 'level': 8, 'coord': {'lat': '46.9169461', 'lon': '-2.0413971'}, 'label': 'Beauvoir-sur-Mer (85230)', 'id': 'admin:fr:85018', 'zip_code': '85230'}]",85018,46.917354,-2.046084,46.9169461,-2.0413971,Beauvoir-sur-Mer
20,"[{'type': 'source', 'value': '87485342'}, {'type': 'uic', 'value': '87485342'}]",Beauvoir-sur-Niort,[],"{'lat': '46.17687', 'lon': '-0.468873'}",Beauvoir-sur-Niort (Beauvoir-sur-Niort),Europe/Paris,stop_area:SNCF:87485342,"[{'insee': '79031', 'name': 'Beauvoir-sur-Niort', 'level': 8, 'coord': {'lat': '46.1802152', 'lon': '-0.4741456'}, 'label': 'Beauvoir-sur-Niort (79360)', 'id': 'admin:fr:79031', 'zip_code': '79360'}]",79031,46.17687,-0.468873,46.1802152,-0.4741456,Beauvoir-sur-Niort
21,"[{'type': 'source', 'value': '87775809'}, {'type': 'uic', 'value': '87775809'}]",Beauvoisin,[],"{'lat': '43.724503', 'lon': '4.321218'}",Beauvoisin (Beauvoisin),Europe/Paris,stop_area:SNCF:87775809,"[{'insee': '30033', 'name': 'Beauvoisin', 'level': 8, 'coord': {'lat': '43.7189318', 'lon': '4.3233989'}, 'label': 'Beauvoisin (30640)', 'id': 'admin:fr:30033', 'zip_code': '30640'}]",30033,43.724503,4.321218,43.7189318,4.3233989,Beauvoisin
22,"[{'type': 'source', 'value': '87726794'}, {'type': 'uic', 'value': '87726794'}]",Beauzac,[],"{'lat': '45.258168', 'lon': '4.099086'}",Beauzac (Beauzac),Europe/Paris,stop_area:SNCF:87726794,"[{'insee': '43025', 'name': 'Beauzac', 'level': 8, 'coord': {'lat': '45.2593451', 'lon': '4.0992665'}, 'label': 'Beauzac (43590)', 'id': 'admin:fr:43025', 'zip_code': '43590'}]",43025,45.258168,4.099086,45.2593451,4.0992665,Beauzac
23,"[{'type': 'source', 'value': '87117697'}, {'type': 'uic', 'value': '87117697'}]",Bébing Route Nationale,[],"{'lat': '48.711668', 'lon': '6.998459'}",Bébing Route Nationale (Bébing),Europe/Paris,stop_area:SNCF:87117697,"[{'insee': '57056', 'name': 'Bébing', 'level': 8, 'coord': {'lat': '48.7126039', 'lon': '6.997120499999999'}, 'label': 'Bébing (57830)', 'id': 'admin:fr:57056', 'zip_code': '57830'}]",57056,48.711668,6.998459,48.7126039,6.997120499999999,Bébing
